"REF_DATE","GEO","DGUID","Labour force characteristics","Sex","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-02","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4446.9","","","","1"
"2015-03","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4443.8","","","","1"
"2015-04","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4441.0","","","","1"
"2015-05","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4438.0","","","","1"
"2015-06","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4434.2","","","","1"
"2015-07","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4431.9","","","","1"
"2015-08","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4428.8","","","","1"
"2015-09","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4424.1","","","","1"
"2015-10","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4420.6","","","","1"
"2015-11","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4416.6","","","","1"
"2015-12","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4412.0","","","","1"
"2016-01","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4407.3","","","","1"
"2016-02","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4402.6","","","","1"
"2016-03","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4399.7","","","","1"
"2016-04","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4395.2","","","","1"
"2016-05","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4390.5","","","","1"
"2016-06","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4387.3","","","","1"
"2016-07","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4387.0","","","","1"
"2016-08","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4380.4","","","","1"
"2016-09","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4377.0","","","","1"
"2016-10","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4373.1","","","","1"
"2016-11","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4369.3","","","","1"
"2016-12","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4365.9","","","","1"
"2017-01","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4361.2","","","","1"
"2017-02","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4358.4","","","","1"
"2017-03","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4356.9","","","","1"
"2017-04","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4355.4","","","","1"
"2017-05","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4353.0","","","","1"
"2017-06","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4352.1","","","","1"
"2017-07","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4351.3","","","","1"
"2017-08","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4349.8","","","","1"
"2017-09","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4349.0","","","","1"
"2017-10","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4348.0","","","","1"
"2017-11","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4346.7","","","","1"
"2017-12","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4346.1","","","","1"
"2018-01","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4345.9","","","","1"
"2018-02","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4345.8","","","","1"
"2018-03","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4346.6","","","","1"
"2018-04","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4347.7","","","","1"
"2018-05","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4348.6","","","","1"
"2018-06","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4350.5","","","","1"
"2018-07","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4353.3","","","","1"
"2018-08","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4354.8","","","","1"
"2018-09","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4355.4","","","","1"
"2018-10","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4356.6","","","","1"
"2018-11","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4357.3","","","","1"
"2018-12","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4359.0","","","","1"
"2019-01","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4362.3","","","","1"
"2019-02","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4363.4","","","","1"
"2019-03","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4365.9","","","","1"
"2019-04","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4369.4","","","","1"
"2019-05","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4372.2","","","","1"
"2019-06","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4375.9","","","","1"
"2019-07","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4381.4","","","","1"
"2019-08","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4384.9","","","","1"
"2019-09","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4389.5","","","","1"
"2019-10","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4393.3","","","","1"
"2019-11","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4396.5","","","","1"
"2019-12","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4397.9","","","","1"
"2020-01","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4398.5","","","","1"
"2020-02","Canada","2016A000011124","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062836","1.1.1.2.1.1","4400.4","","","","1"
"2015-02","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14566.5","","","","1"
"2015-03","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14569.6","","","","1"
"2015-04","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14574.0","","","","1"
"2015-05","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14577.1","","","","1"
"2015-06","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14583.8","","","","1"
"2015-07","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14590.2","","","","1"
"2015-08","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14593.7","","","","1"
"2015-09","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14597.7","","","","1"
"2015-10","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14601.7","","","","1"
"2015-11","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14605.3","","","","1"
"2015-12","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14604.7","","","","1"
"2016-01","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14603.0","","","","1"
"2016-02","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14607.0","","","","1"
"2016-03","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14613.8","","","","1"
"2016-04","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14617.1","","","","1"
"2016-05","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14624.4","","","","1"
"2016-06","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14630.4","","","","1"
"2016-07","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14640.7","","","","1"
"2016-08","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14644.2","","","","1"
"2016-09","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14645.4","","","","1"
"2016-10","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14644.1","","","","1"
"2016-11","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14641.8","","","","1"
"2016-12","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14639.3","","","","1"
"2017-01","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14636.9","","","","1"
"2017-02","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14640.4","","","","1"
"2017-03","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14647.7","","","","1"
"2017-04","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14655.7","","","","1"
"2017-05","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14662.0","","","","1"
"2017-06","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14667.2","","","","1"
"2017-07","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14673.5","","","","1"
"2017-08","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14678.7","","","","1"
"2017-09","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14680.8","","","","1"
"2017-10","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14683.2","","","","1"
"2017-11","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14685.8","","","","1"
"2017-12","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14689.0","","","","1"
"2018-01","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14694.1","","","","1"
"2018-02","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14701.1","","","","1"
"2018-03","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14711.4","","","","1"
"2018-04","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14725.0","","","","1"
"2018-05","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14735.7","","","","1"
"2018-06","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14746.3","","","","1"
"2018-07","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14758.2","","","","1"
"2018-08","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14766.4","","","","1"
"2018-09","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14772.7","","","","1"
"2018-10","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14781.9","","","","1"
"2018-11","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14790.0","","","","1"
"2018-12","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14798.2","","","","1"
"2019-01","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14804.7","","","","1"
"2019-02","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14809.3","","","","1"
"2019-03","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14815.2","","","","1"
"2019-04","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14826.0","","","","1"
"2019-05","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14836.1","","","","1"
"2019-06","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14850.1","","","","1"
"2019-07","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14867.2","","","","1"
"2019-08","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14880.4","","","","1"
"2019-09","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14897.4","","","","1"
"2019-10","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14911.3","","","","1"
"2019-11","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14922.8","","","","1"
"2019-12","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14932.5","","","","1"
"2020-01","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14938.3","","","","1"
"2020-02","Canada","2016A000011124","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062944","1.1.1.6.1.1","14949.9","","","","1"
"2015-02","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4717.0","","","","1"
"2015-03","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4725.5","","","","1"
"2015-04","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4734.1","","","","1"
"2015-05","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4742.7","","","","1"
"2015-06","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4754.2","","","","1"
"2015-07","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4763.0","","","","1"
"2015-08","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4771.7","","","","1"
"2015-09","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4782.7","","","","1"
"2015-10","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4791.5","","","","1"
"2015-11","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4800.5","","","","1"
"2015-12","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4809.1","","","","1"
"2016-01","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4819.8","","","","1"
"2016-02","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4830.2","","","","1"
"2016-03","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4839.0","","","","1"
"2016-04","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4847.4","","","","1"
"2016-05","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4858.1","","","","1"
"2016-06","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4866.7","","","","1"
"2016-07","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4875.4","","","","1"
"2016-08","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4885.7","","","","1"
"2016-09","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4893.8","","","","1"
"2016-10","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4901.6","","","","1"
"2016-11","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4909.4","","","","1"
"2016-12","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4916.9","","","","1"
"2017-01","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4927.0","","","","1"
"2017-02","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4934.0","","","","1"
"2017-03","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4941.4","","","","1"
"2017-04","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4949.3","","","","1"
"2017-05","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4959.4","","","","1"
"2017-06","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4967.5","","","","1"
"2017-07","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4975.9","","","","1"
"2017-08","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4985.7","","","","1"
"2017-09","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","4993.3","","","","1"
"2017-10","Canada","2016A000011124","Population","Both sexes","55 to 64 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v101884802","1.1.1.9.1.1","5001.0","","","","1"
